id,EscapeDistance,Tail_Length,Sex,Year,Age3,Xpos,Ypos,Mother,Julian
CN07-019,16,34,Female,2007,0,425,125,CN06-175,165
CN07-020,17,36,Male,2007,0,415,125,CN06-175,165
CN07-021,43,57,Female,2007,1,445,95,CN06-084,165
CN07-022,34,56,Female,2007,1,385,85,CN06-056,206
CN07-022,35,57,Female,2007,1,385,85,CN06-056,193
CN07-022,39,58,Female,2007,1,375,85,CN06-056,165
CN07-022,32,56,Female,2007,1,395,85,CN06-056,251
CN07-023,43,55,Male,2007,1,315,65,CN06-094,165
CN07-023,38,54,Male,2007,1,275,45,CN06-094,169
CN07-023,45,57,Male,2007,1,355,85,CN06-094,193
CN07-024,38,60,Female,2007,1,165,45,CN06-040,169
CN07-024,38,63,Female,2007,1,155,35,CN06-040,197
CN07-024,38,62,Female,2007,1,155,35,CN06-040,225
CN07-025,32,59,Female,2007,1,65,45,CN06-F5,197
CN07-025,36,54,Female,2007,1,65,45,CN06-F5,169
CN07-026,38,62,Female,2008,1,205,85,CN06-119,211
CN07-026,41,63,Female,2008,1,185,75,CN06-119,210
CN07-026,50,64,Female,2008,1,195,85,CN06-119,204
CN07-026,38,60,Female,2008,1,205,85,CN06-119,162
CN07-026,37,60,Female,2007,0,225,105,CN06-119,266
CN07-026,35,56,Female,2007,0,215,115,CN06-119,250
CN07-026,23,44,Female,2007,0,205,105,CN06-119,170
CN07-026,30,54,Female,2007,0,215,115,CN06-119,198
CN07-027,17,44,Female,2007,0,165,85,CN07-F1,170
CN07-028,21,48,Female,2007,0,125,85,CN06-119,170
CN07-029,40,58,Female,2007,0,25,135,0,226
CN07-029,21,46,Female,2007,0,35,145,0,170
CN07-029,29,53,Female,2007,0,35,145,0,198
CN07-030,27,48,Male,2007,0,325,115,CN06-171,193
CN07-031,37,52,Female,2007,1,445,135,CN06-081,193
CN07-031,40,54,Female,2007,1,435,155,CN06-081,207
CN07-031,34,54,Female,2007,1,445,135,CN06-081,251
CN07-032,13,31,Female,2007,0,455,115,CN07-F3,193
CN07-033,44,61,Male,2007,1,445,85,0,206
CN07-033,53,62,Male,2007,1,455,85,0,193
CN07-033,48,58,Male,2007,1,435,145,0,194
CN07-035,33,55,Female,2007,0,325,75,CN06-192,266
CN07-035,31,56,Female,2007,0,315,65,CN06-192,250
CN07-035,23,43,Female,2007,0,325,105,CN06-192,193
CN07-035,27,49,Female,2007,0,305,85,CN06-192,206
CN07-036,36,57,Female,2008,1,355,135,CN06-110,267
CN07-036,50,62,Female,2009,2,385,185,CN06-110,217
CN07-036,41,63,Female,2009,2,365,135,CN06-110,237
CN07-036,50,63,Female,2009,2,375,175,CN06-110,196
CN07-036,47,61,Female,2009,2,375,185,CN06-110,181
CN07-036,40,59,Female,2008,1,385,195,CN06-110,268
CN07-036,40,61,Female,2008,1,385,175,CN06-110,219
CN07-036,NA,NA,Female,2008,1,365,195,CN06-110,206
CN07-036,37,59,Female,2008,1,375,175,CN06-110,206
CN07-036,33,55,Female,2007,0,375,185,CN06-110,252
CN07-036,22,47,Female,2007,0,355,185,CN06-110,207
CN07-036,13,42,Female,2007,0,365,175,CN06-110,194
CN07-036,40,58,Female,2008,1,385,175,CN06-110,254
CN07-037,17,47,Female,2007,0,395,195,CN06-050,194
CN07-038,17,44,Male,2007,0,445,145,CN06-182,194
CN07-039,22,45,Female,2007,0,385,155,CN06-050,194
CN07-040,15,42,Female,2007,0,425,165,CN06-182,194
CN07-041,28,50,Male,2007,0,325,115,CN06-104,206
CN07-041,19,NA,Male,2007,0,315,165,CN06-104,194
CN07-043,40,62,Female,2007,1,265,25,CN06-044,197
CN07-044,20,46,Female,2007,0,255,65,CN06-116,197
CN07-046,44,67,Female,2007,1,215,75,CN06-025,197
CN07-047,28,54,Female,2007,0,145,75,CN07-110,197
CN07-047,34,59,Female,2007,0,165,65,CN07-110,225
CN07-048,26,46,Female,2007,0,135,65,CN06-089,197
CN07-048,20,43,Female,2007,0,145,85,CN06-089,198
CN07-050,21,47,Male,2007,0,185,45,CN06-157,197
CN07-050,36,54,Male,2007,0,185,65,CN06-157,255
CN07-050,44,58,Male,2008,1,115,55,CN06-157,161
CN07-050,44,58,Male,2008,1,145,95,CN06-157,162
CN07-051,33,56,Female,2007,0,155,25,CN07-024,255
CN07-051,38,60,Female,2008,1,165,65,CN07-024,161
CN07-051,18,47,Female,2007,0,165,25,CN07-024,197
CN07-051,28,55,Female,2007,0,175,45,CN07-024,225
CN07-052,18,47,Male,2007,0,85,55,CN07-004,197
CN07-053,17,46,Male,2007,0,75,45,CN07-004,197
CN07-054,47,68,Male,2007,1,55,65,0,197
CN07-055,31,50,Male,2007,0,55,95,0,198
CN07-055,36,52,Male,2007,0,45,45,0,225
CN07-055,42,52,Male,2007,0,45,45,0,255
CN07-057,43,58,Female,2008,1,215,95,CN07-046,162
CN07-057,21,47,Female,2007,0,215,95,CN07-046,198
CN07-057,26,52,Female,2007,0,325,95,CN07-046,206
CN07-057,32,56,Female,2007,0,205,85,CN07-046,250
CN07-057,32,54,Female,2007,0,185,85,CN07-046,256
CN07-057,32,54,Female,2007,0,205,95,CN07-046,266
CN07-059,41,56,Male,2007,1,35,125,0,198
CN07-060,26,49,Female,2007,0,55,145,CN06-109,198
CN07-062,29,41,Female,2007,0,285,35,CN06-154,206
CN07-062,32,54,Female,2007,0,285,55,CN06-154,250
CN07-062,34,53,Female,2007,0,265,35,CN06-154,266
CN07-065,28,53,Male,2007,0,335,95,CN06-192,206
CN07-067,19,44,Female,2007,0,375,95,CN06-187,206
CN07-067,29,51,Female,2007,0,375,95,CN06-187,251
CN07-067,35,52,Female,2007,0,365,115,CN06-187,275
CN07-068,18,42,Female,2007,0,445,105,CN06-222,206
CN07-069,18,46,Male,2007,0,435,115,CN07-F3,206
CN07-071,36,54,Male,2007,0,315,125,CN06-147,206
CN07-072,26,49,Male,2007,0,315,185,CN06-171,207
CN07-072,45,63,Male,2008,1,55,55,CN06-171,260
CN07-072,44,63,Male,2008,1,65,55,CN06-171,238
CN07-072,22,49,Male,2007,0,325,125,CN06-171,206
CN07-072,43,63,Male,2008,1,35,55,CN06-171,210
CN07-073,29,54,Male,2007,0,295,135,CN06-164,206
CN07-075,25,52,Male,2007,0,325,175,CN06-104,207
CN07-077,24,48,Male,2007,0,365,185,CN06-110,207
CN07-077,30,57,Male,2007,0,155,45,CN06-110,225
CN07-077,36,55,Male,2007,0,365,195,CN06-110,252
CN07-078,28,50,Male,2007,0,385,195,CN06-110,207
CN07-079,17,NA,Male,2007,0,425,165,CN06-184,207
CN07-080,30,46,Female,2007,0,375,135,CN06-059,275
CN07-080,39,51,Female,2008,1,375,125,CN06-059,170
CN07-080,31,45,Female,2007,0,355,155,CN06-059,252
CN07-080,25,46,Female,2007,0,365,155,CN06-059,207
CN07-081,25,52,Male,2007,0,295,155,CN06-171,207
CN07-082,11,34,Male,2007,0,305,165,CN06-164,207
CN07-082,28,53,Male,2007,0,285,135,CN06-164,251
CN07-082,25,52,Male,2007,0,295,165,CN06-164,252
CN07-082,32,51,Male,2007,0,285,125,CN06-164,275
CN07-082,45,60,Male,2008,1,205,115,CN06-164,162
CN07-082,39,61,Male,2008,1,215,85,CN06-164,204
CN07-082,39,61,Male,2008,1,295,135,CN06-164,205
CN07-082,38,61,Male,2008,1,255,135,CN06-164,206
CN07-083,27,54,Male,2007,0,215,25,CN06-056,225
CN07-084,35,53,Male,2007,0,245,45,0,255
CN07-084,42,50,Male,2008,1,285,85,0,170
CN07-084,41,58,Male,2008,1,275,95,0,171
CN07-084,31,48,Male,2007,0,245,45,0,225
CN07-084,40,60,Male,2008,1,225,65,0,161
CN07-084,34,52,Male,2007,0,235,55,0,250
CN07-084,35,54,Male,2007,0,235,55,0,266
CN07-086,27,52,Female,2007,0,205,55,CN06-157,225
CN07-086,32,50,Female,2007,0,195,45,CN06-157,255
CN07-086,34,54,Female,2008,1,205,65,CN06-157,161
CN07-086,35,60,Female,2008,1,185,55,CN06-157,210
CN07-086,36,52,Female,2008,1,195,55,CN06-157,238
CN07-086,39,59,Female,2008,1,165,45,CN06-157,260
CN07-087,36,54,Female,2007,0,195,75,CN07-046,225
CN07-087,35,55,Female,2007,0,215,95,CN07-046,266
CN07-088,27,51,Male,2007,0,155,55,CN06-089,225
CN07-088,32,51,Male,2007,0,175,65,CN06-089,255
CN07-089,18,42,Female,2007,0,75,55,CN07-004,225
CN07-091,18,48,Male,2007,0,55,85,CN06-092,226
CN07-093,50,NA,Male,2008,1,85,65,CN07-007,191
CN07-093,46,60,Male,2009,2,105,65,CN07-007,244
CN07-093,49,NA,Male,2009,2,95,85,CN07-007,225
CN07-093,52,NA,Male,2009,2,105,75,CN07-007,224
CN07-093,52,NA,Male,2009,2,75,135,CN07-007,210
CN07-093,49,62,Male,2009,2,125,65,CN07-007,168
CN07-093,49,56,Male,2009,2,125,65,CN07-007,209
CN07-093,43,63,Male,2009,2,115,95,CN07-007,259
CN07-093,52,NA,Male,2009,2,125,85,CN07-007,194
CN07-093,50,NA,Male,2009,2,85,65,CN07-007,182
CN07-093,48,61,Male,2009,2,35,95,CN07-007,169
CN07-093,39,58,Male,2008,1,125,75,CN07-007,260
CN07-093,42,NA,Male,2008,1,145,125,CN07-007,239
CN07-093,44,61,Male,2008,1,85,65,CN07-007,238
CN07-093,42,61,Male,2008,1,95,105,CN07-007,211
CN07-093,45,NA,Male,2008,1,95,95,CN07-007,204
CN07-093,42,NA,Male,2008,1,155,115,CN07-007,162
CN07-093,44,58,Male,2008,1,115,45,CN07-007,161
CN07-093,32,51,Male,2007,0,145,105,CN07-007,256
CN07-093,29,53,Male,2007,0,115,105,CN07-007,226
CN07-093,46,61,Male,2008,1,115,75,CN07-007,210
CN07-093,40,61,Male,2008,1,125,85,CN07-007,261
CN07-094,24,42,Female,2007,0,125,95,CN07-007,256
CN07-094,17,43,Female,2007,0,125,105,CN07-007,226
CN07-095,27,51,Male,2007,0,125,85,CN06-089,226
CN07-095,33,56,Male,2007,0,115,55,CN06-089,255
CN07-096,56,68,Male,2009,2,35,105,CN06-110,169
CN07-096,62,59,Male,2010,3,135,95,CN06-110,174
CN07-096,48,54,Male,2009,2,45,115,CN06-110,259
CN07-096,52,55,Male,2009,2,55,75,CN06-110,244
CN07-096,51,55,Male,2009,2,35,95,CN06-110,225
CN07-096,54,55,Male,2009,2,65,75,CN06-110,224
CN07-096,50,46,Male,2008,1,65,105,CN06-110,204
CN07-096,57,61,Male,2009,2,35,135,CN06-110,210
CN07-096,54,60,Male,2010,3,75,95,CN06-110,187
CN07-096,53,69,Male,2009,2,65,105,CN06-110,194
CN07-096,57,66,Male,2009,2,25,65,CN06-110,182
CN07-096,47,64,Male,2008,1,55,55,CN06-110,161
CN07-096,43,64,Male,2008,1,85,85,CN06-110,211
CN07-096,37,55,Male,2007,0,145,95,CN06-110,256
CN07-096,48,65,Male,2008,1,65,105,CN06-110,261
CN07-096,42,64,Male,2008,1,65,115,CN06-110,162
CN07-096,52,65,Male,2008,1,125,65,CN06-110,191
CN07-096,45,67,Male,2008,1,135,65,CN06-110,210
CN07-096,NA,NA,Male,2008,1,65,115,CN06-110,211
CN07-096,48,63,Male,2008,1,75,75,CN06-110,238
CN07-096,44,62,Male,2008,1,65,95,CN06-110,239
CN07-096,38,59,Male,2007,0,155,95,CN06-110,226
CN07-097,24,47,Male,2007,0,185,105,CN06-025,226
CN07-097,25,56,Male,2007,0,195,105,CN06-025,250
CN07-097,32,53,Male,2007,0,305,135,CN06-025,275
CN07-098,28,46,Male,2007,0,135,95,CN07-007,256
CN07-098,17,43,Male,2007,0,125,125,CN07-007,226
CN07-099,29,48,Male,2007,0,55,85,CN06-136,256
CN07-099,22,42,Male,2007,0,65,115,CN06-136,226
CN07-100,27,55,Male,2007,0,75,125,CN06-007,226
CN07-101,24,46,Male,2007,0,285,45,CN06-154,250
CN07-102,24,50,Female,2007,0,295,55,CN06-154,250
CN07-102,27,46,Female,2007,0,285,45,CN06-154,266
CN07-102,34,48,Female,2008,1,275,45,CN06-154,161
CN07-103,16,39,Male,2007,0,285,65,CN06-154,250
CN07-105,32,53,Male,2007,0,365,145,0,252
CN07-105,29,57,Male,2007,0,325,75,0,250
CN07-106,18,46,Male,2007,0,245,75,CN06-116,250
CN07-106,24,53,Male,2007,0,225,65,CN06-116,266
CN07-107,27,54,Male,2007,0,225,75,CN07-046,250
CN07-107,24,51,Male,2007,0,215,75,CN07-046,255
CN07-108,17,41,Female,2007,0,245,65,CN06-116,250
CN07-108,23,44,Female,2007,0,255,65,CN06-116,266
CN07-108,31,51,Female,2008,1,245,75,CN06-116,161
CN07-108,33,58,Female,2008,1,245,65,CN06-116,210
CN07-108,36,52,Female,2008,1,245,65,CN06-116,240
CN07-109,24,53,Female,2007,0,215,105,CN06-119,266
CN07-109,21,52,Female,2007,0,215,105,CN06-119,250
CN07-110,44,66,Female,2007,1,205,105,CN06-025,250
CN07-110,44,60,Female,2007,1,155,85,CN06-025,256
CN07-112,26,54,Male,2007,0,215,125,CN07-026,250
CN07-113,44,59,Female,2009,2,335,155,CN06-147,267
CN07-113,45,56,Female,2009,2,305,145,CN06-147,181
CN07-113,51,58,Female,2009,2,325,135,CN06-147,195
CN07-113,52,63,Female,2009,2,305,155,CN06-147,196
CN07-113,46,46,Female,2009,2,305,155,CN06-147,217
CN07-113,48,58,Female,2009,2,335,135,CN06-147,216
CN07-113,42,60,Female,2009,2,295,135,CN06-147,237
CN07-113,45,59,Female,2009,2,335,145,CN06-147,243
CN07-113,42,60,Female,2009,2,325,95,CN06-147,260
CN07-113,NA,NA,Female,2009,2,335,135,CN06-147,266
CN07-113,47,63,Female,2010,3,325,105,CN06-147,180
CN07-113,46,59,Female,2010,3,325,175,CN06-147,181
CN07-113,54,NA,Female,2010,3,325,155,CN06-147,181
CN07-113,44,66,Female,2010,3,325,115,CN06-147,188
CN07-113,46,64,Female,2010,3,325,175,CN06-147,189
CN07-113,52,65,Female,2010,3,335,145,CN06-147,189
CN07-113,43,60,Female,2009,2,335,135,CN06-147,180
CN07-113,39,61,Female,2009,2,345,105,CN06-147,266
CN07-113,41,56,Female,2008,1,305,145,CN06-147,171
CN07-113,36,57,Female,2008,1,315,165,CN06-147,268
CN07-113,31,51,Female,2007,0,325,105,CN06-147,250
CN07-113,32,NA,Female,2007,0,325,115,CN06-147,251
CN07-113,27,52,Female,2007,0,305,145,CN06-147,252
CN07-113,30,50,Female,2007,0,325,105,CN06-147,266
CN07-113,46,61,Female,2009,2,325,95,CN06-147,236
CN07-113,41,56,Female,2008,1,315,125,CN06-147,170
CN07-113,44,58,Female,2008,1,315,125,CN06-147,205
CN07-113,38,59,Female,2008,1,315,145,CN06-147,206
CN07-113,35,58,Female,2008,1,315,145,CN06-147,254
CN07-113,39,58,Female,2008,1,335,135,CN06-147,267
CN07-113,30,47,Female,2007,0,325,125,CN06-147,275
CN07-113,41,58,Female,2008,1,285,105,CN06-147,262
CN07-113,36,61,Female,2008,1,335,115,CN06-147,218
CN07-113,NA,NA,Female,2008,1,315,135,CN06-147,253
CN07-113,37,57,Female,2008,1,325,115,CN06-147,253
CN07-113,45,55,Female,2008,1,315,105,CN06-147,240
CN07-113,35,59,Female,2008,1,325,155,CN06-147,219
CN07-114,51,67,Female,2010,3,305,65,CN06-147,188
CN07-114,43,61,Female,2008,1,275,75,CN06-147,262
CN07-114,47,63,Female,2009,2,295,75,CN06-147,260
CN07-114,NA,NA,Female,2009,2,305,75,CN06-147,236
CN07-114,44,62,Female,2009,2,275,55,CN06-147,236
CN07-114,56,61,Female,2009,2,295,85,CN06-147,216
CN07-114,53,60,Female,2009,2,275,45,CN06-147,209
CN07-114,52,66,Female,2010,3,305,75,CN06-147,180
CN07-114,40,59,Female,2008,1,325,85,CN06-147,240
CN07-114,44,58,Female,2008,1,315,65,CN06-147,218
CN07-114,40,61,Female,2008,1,325,105,CN06-147,205
CN07-114,34,51,Female,2007,0,325,115,CN06-147,275
CN07-114,32,54,Female,2007,0,325,85,CN06-147,266
CN07-114,27,54,Female,2007,0,315,95,CN06-147,250
CN07-114,51,67,Female,2009,2,315,85,CN06-147,180
CN07-114,49,65,Female,2009,2,275,55,CN06-147,182
CN07-115,40,59,Male,2008,1,295,65,CN06-104,170
CN07-115,45,NA,Male,2008,1,275,55,CN06-104,262
CN07-115,44,61,Male,2008,1,245,45,CN06-104,260
CN07-115,41,50,Male,2008,1,285,45,CN06-104,240
CN07-115,42,54,Male,2008,1,265,95,CN06-104,219
CN07-115,42,56,Male,2008,1,285,45,CN06-104,218
CN07-115,42,54,Male,2008,1,275,55,CN06-104,210
CN07-115,47,55,Male,2008,1,205,45,CN06-104,191
CN07-115,44,57,Male,2008,1,275,25,CN06-104,161
CN07-115,35,50,Male,2007,0,315,115,CN06-104,275
CN07-115,31,53,Male,2007,0,315,65,CN06-104,266
CN07-115,28,53,Male,2007,0,305,85,CN06-104,250
CN07-115,42,56,Male,2008,1,295,25,CN06-104,205
CN07-116,19,37,Female,2007,0,365,95,CN06-187,251
CN07-116,24,42,Female,2007,0,385,105,CN06-187,275
CN07-117,31,50,Male,2007,0,365,85,CN06-187,251
CN07-119,24,57,Female,2007,0,445,85,CN06-222,251
CN07-120,28,46,Female,2007,0,415,115,CN06-180,251
CN07-120,32,51,Female,2007,0,415,95,CN06-180,275
CN07-121,26,43,Female,2007,0,425,125,CN07-031,251
CN07-122,25,47,Female,2007,0,405,135,CN06-050,251
CN07-122,22,44,Female,2007,0,395,185,CN06-050,252
CN07-123,23,46,Female,2007,0,425,135,CN06-182,251
CN07-123,36,54,Female,2008,1,435,145,CN06-182,206
CN07-123,31,54,Female,2008,1,445,125,CN06-182,218
CN07-123,30,53,Female,2008,1,425,165,CN06-182,219
CN07-124,37,56,Female,2008,1,375,135,CN06-059,205
CN07-124,38,54,Female,2008,1,385,165,CN06-059,268
CN07-124,43,56,Female,2008,1,405,135,CN06-059,218
CN07-124,39,48,Female,2008,1,385,165,CN06-059,171
CN07-124,32,48,Female,2007,0,375,125,CN06-059,275
CN07-124,27,44,Female,2007,0,375,145,CN06-059,252
CN07-124,29,51,Female,2007,0,375,135,CN06-059,251
CN07-124,34,56,Female,2008,1,365,145,CN06-059,254
CN07-125,34,60,Female,2008,1,345,135,CN06-059,253
CN07-125,43,63,Female,2009,2,375,145,CN06-059,181
CN07-125,40,64,Female,2009,2,365,145,CN06-059,267
CN07-125,42,60,Female,2009,2,345,135,CN06-059,266
CN07-125,46,60,Female,2009,2,365,155,CN06-059,243
CN07-125,44,63,Female,2009,2,345,135,CN06-059,237
CN07-125,40,59,Female,2009,2,345,145,CN06-059,217
CN07-125,40,62,Female,2009,2,365,135,CN06-059,216
CN07-125,46,61,Female,2009,2,385,165,CN06-059,196
CN07-125,40,63,Female,2009,2,345,135,CN06-059,195
CN07-125,37,59,Female,2008,1,395,145,CN06-059,254
CN07-125,35,60,Female,2008,1,355,145,CN06-059,268
CN07-125,36,59,Female,2008,1,385,145,CN06-059,219
CN07-125,37,61,Female,2008,1,385,125,CN06-059,218
CN07-125,31,58,Female,2008,1,405,145,CN06-059,206
CN07-125,31,60,Female,2008,1,365,135,CN06-059,205
CN07-125,29,52,Female,2007,0,365,135,CN06-059,275
CN07-125,24,52,Female,2007,0,375,125,CN06-059,251
CN07-125,42,60,Female,2009,2,365,135,CN06-059,180
CN07-126,28,51,Male,2007,0,335,135,CN06-104,251
CN07-126,26,48,Male,2007,0,325,175,CN06-104,252
CN07-127,25,52,Female,2007,0,325,165,CN06-104,252
CN07-127,30,49,Female,2007,0,335,115,CN06-104,275
CN07-127,44,61,Female,2008,1,335,115,CN06-104,170
CN07-127,25,47,Female,2007,0,335,115,CN06-104,251
CN07-128,42,41,Male,2007,1,285,115,CN06-014,251
CN07-128,35,38,Male,2007,1,275,125,CN06-014,275
CN07-130,23,54,Male,2007,0,275,135,CN06-164,251
CN07-130,30,53,Male,2007,0,295,155,CN06-164,252
CN07-131,35,52,Female,2008,1,375,195,CN06-050,206
CN07-131,34,60,Female,2008,1,395,175,CN06-050,219
CN07-131,28,41,Female,2007,0,375,175,CN06-050,252
CN07-131,31,NA,Female,2008,1,375,185,CN06-050,171
CN07-132,26,46,Male,2007,0,385,175,CN06-050,252
CN07-133,30,53,Male,2007,0,425,165,CN06-182,252
CN07-134,19,42,Male,2007,0,445,145,CN06-182,252
CN07-135,28,48,Male,2007,0,365,165,CN06-050,252
CN07-136,24,45,Male,2007,0,365,155,CN06-059,252
CN07-137,39,NA,Male,2008,1,425,195,CN06-059,219
CN07-137,32,54,Male,2007,0,385,145,CN06-059,252
CN07-137,49,59,Male,2008,1,425,165,CN06-059,171
CN07-137,42,60,Male,2008,1,425,195,CN06-059,206
CN07-137,41,63,Male,2008,1,445,115,CN06-059,218
CN07-138,37,49,Male,2007,0,335,145,CN06-147,252
CN07-138,35,49,Male,2007,0,295,135,CN06-147,275
CN07-140,32,43,Male,2007,0,115,45,CN06-089,255
CN07-140,32,46,Male,2007,0,135,55,CN06-089,255
CN07-141,16,40,Female,2007,0,165,45,CN06-089,255
CN07-142,24,48,Female,2007,0,245,35,CN06-116,255
CN07-143,24,46,Female,2007,0,215,25,CN06-036,255
CN07-144,22,43,Male,2007,0,225,15,CN06-036,255
CN07-145,27,46,Male,2007,0,165,75,CN07-110,255
CN07-145,29,48,Male,2007,0,195,85,CN07-110,266
CN07-148,24,55,Male,2007,0,195,55,CN06-157,255
CN07-149,33,51,Male,2007,0,205,55,CN06-157,255
CN07-151,19,45,Male,2007,0,105,75,CN06-089,255
CN07-152,22,49,Male,2007,0,85,95,CN06-007,256
CN07-152,27,46,Male,2007,0,95,75,CN06-007,255
CN07-153,23,48,Male,2007,0,85,75,CN06-007,255
CN07-153,24,49,Male,2007,0,85,85,CN06-007,256
CN07-154,32,52,Male,2007,0,35,75,0,255
CN07-156,24,45,Female,2007,0,95,95,CN06-007,256
CN07-157,26,48,Female,2007,0,75,105,CN06-136,256
CN07-158,27,46,Female,2007,0,125,105,CN07-007,256
CN07-158,35,57,Female,2008,1,125,115,CN07-007,162
CN07-160,27,47,Female,2007,0,195,115,CN06-119,266
CN07-160,41,56,Female,2008,1,205,105,CN06-119,211
CN07-160,37,53,Female,2008,1,195,115,CN06-119,162
CN07-160,25,51,Female,2007,0,185,105,CN06-119,256
CN07-160,36,60,Female,2008,1,195,125,CN06-119,204
CN07-161,28,51,Female,2007,0,155,95,0,256
CN07-164,25,46,Male,2007,0,95,115,CN06-007,256
CN07-165,26,47,Female,2007,0,85,115,CN06-007,256
CN07-165,35,54,Female,2008,1,65,105,CN06-007,162
CN07-165,47,59,Female,2008,1,75,95,CN06-007,204
CN07-165,NA,NA,Female,2008,1,55,115,CN06-007,204
CN07-165,36,59,Female,2008,1,75,105,CN06-007,211
CN07-165,37,NA,Female,2008,1,45,115,CN06-007,211
CN07-166,31,53,Female,2008,1,45,105,CN06-136,162
CN07-166,24,47,Female,2007,0,35,115,CN06-136,256
CN07-167,27,41,Female,2007,0,35,135,CN06-198,256
CN07-169,28,52,Female,2007,0,255,55,CN06-116,266
CN07-170,27,57,Female,2007,0,245,55,CN06-116,266
CN07-173,24,44,Female,2007,0,275,65,CN06-154,266
CN07-175,21,42,Female,2007,0,285,75,CN06-154,266
CN07-177,31,56,Male,2007,0,205,105,CN07-026,266
CN07-178,49,59,Female,2008,1,355,115,CN06-192,205
CN07-178,32,54,Female,2007,0,335,95,CN06-192,266
CN07-178,34,54,Female,2007,0,345,105,CN06-192,275
CN07-178,43,56,Female,2008,1,335,95,CN06-192,170
CN07-178,41,56,Female,2008,1,345,105,CN06-192,205
CN07-179,31,58,Male,2007,0,265,105,0,266
CN07-179,34,55,Male,2007,0,275,115,0,275
CN07-180,13,38,Female,2007,0,150,100,CN06-116,266
CN07-182,32,54,Male,2007,0,425,95,CN06-180,275
CN07-183,26,58,Male,2007,0,455,85,CN06-222,275
CN07-184,28,49,Female,2007,0,435,125,CN07-031,275
CN07-185,23,48,Male,2007,0,405,135,CN06-050,275
CN07-186,34,50,Male,2007,0,375,115,CN06-188,275
CN07-187,34,58,Female,2008,1,305,175,CN06-147,219
CN07-187,36,56,Female,2008,1,335,135,CN06-147,205
CN07-187,38,NA,Female,2008,1,325,165,CN06-147,219
CN07-187,25,51,Female,2007,0,315,135,CN06-147,275
CN07-187,42,61,Female,2008,1,315,135,CN06-147,170
CN07-187,36,57,Female,2008,1,325,135,CN06-147,218
CN07-187,36,58,Female,2008,1,335,155,CN06-147,206
CN08-001,39,63,Male,2008,1,215,85,0,211
CN08-001,40,62,Male,2008,1,285,65,0,240
CN08-001,NA,NA,Male,2008,1,275,95,0,219
CN08-001,41,63,Male,2008,1,285,115,0,218
CN08-001,40,59,Male,2008,1,275,65,0,210
CN08-001,40,65,Male,2008,1,275,95,0,206
CN08-001,43,62,Male,2008,1,285,125,0,205
CN08-001,44,66,Male,2008,1,215,95,0,204
CN08-001,48,63,Male,2008,1,265,75,0,191
CN08-001,40,65,Male,2008,1,255,55,0,161
CN08-001,39,63,Male,2008,1,275,135,0,219
CN08-003,37,57,Male,2008,1,205,55,CN07-024,161
CN08-003,49,61,Male,2008,1,195,45,CN07-024,191
CN08-003,43,59,Male,2008,1,235,55,CN07-024,210
CN08-003,47,57,Male,2008,1,215,105,CN07-024,211
CN08-004,NA,NA,Female,2008,1,165,55,CN06-089,210
CN08-004,35,56,Female,2008,1,165,65,CN06-089,210
CN08-004,NA,NA,Female,2008,1,145,45,CN06-089,238
CN08-004,39,54,Female,2008,1,145,75,CN06-089,191
CN08-004,37,51,Female,2008,1,145,85,CN06-089,162
CN08-004,33,50,Female,2008,1,155,65,CN06-089,161
CN08-004,41,61,Female,2008,1,155,85,CN06-089,204
CN08-005,40,52,Female,2008,1,35,85,CN07-004,239
CN08-005,48,56,Female,2009,2,35,125,CN07-004,225
CN08-005,44,63,Female,2009,2,35,125,CN07-004,210
CN08-005,44,56,Female,2009,2,45,125,CN07-004,194
CN08-005,53,56,Female,2009,2,35,65,CN07-004,182
CN08-005,45,57,Female,2009,2,45,95,CN07-004,169
CN08-005,39,56,Female,2008,1,45,105,CN07-004,261
CN08-005,NA,NA,Female,2008,1,35,115,CN07-004,211
CN08-005,37,59,Female,2008,1,35,105,CN07-004,211
CN08-005,40,NA,Female,2008,1,55,65,CN07-004,210
CN08-005,44,60,Female,2008,1,45,95,CN07-004,204
CN08-005,45,55,Female,2008,1,65,65,CN07-004,191
CN08-005,34,54,Female,2008,1,45,85,CN07-004,162
CN08-005,32,56,Female,2008,1,55,75,CN07-004,161
CN08-005,50,57,Female,2009,2,35,75,CN07-004,168
CN08-006,36,54,Male,2008,1,95,65,CN06-198,161
CN08-006,41,51,Male,2008,1,75,85,CN06-198,162
CN08-009,40,52,Female,2008,1,225,105,CN06-025,162
CN08-009,46,62,Female,2008,1,205,85,CN06-025,204
CN08-009,41,59,Female,2008,1,205,95,CN06-025,211
CN08-010,38,58,Male,2008,1,35,135,0,162
CN08-011,37,55,Male,2008,1,425,85,0,170
CN08-012,39,54,Female,2008,1,455,135,CN06-182,170
CN08-012,32,58,Female,2008,1,445,125,CN06-182,205
CN08-012,45,67,Female,2008,1,445,145,CN06-182,206
CN08-012,40,57,Female,2008,1,455,135,CN06-182,218
CN08-012,40,58,Female,2008,1,435,145,CN06-182,219
CN08-013,50,53,Male,2009,2,385,155,0,243
CN08-013,51,61,Male,2009,2,365,145,0,196
CN08-013,49,NA,Male,2009,2,375,105,0,216
CN08-013,NA,53,Male,2009,2,415,115,0,216
CN08-013,48,54,Male,2009,2,375,105,0,195
CN08-013,47,61,Male,2009,2,355,135,0,237
CN08-013,41,NA,Male,2008,1,425,115,0,267
