id Weight Body_Length Tail_Length Sex Calendar_year Age Who Cohort Cell ID_Trapping_Session Wolfgruoben Xpos Ypos Year Origin Julian RelativeJulian Mother fitnessR animal Age3 YoungWeight AdWeight Ad1Weight Ad2Weight f LRS BMI
CN08-058 23 104 51 Male 2008 J PW 2008 M37 85 FALSE 365 135 2008 2008-01-01 267 123 CN07-124 4.59280575539568 CN08-058 0 23 NA NA NA 0 7 0.221153846153846
CN08-058 25 94 49 Male 2008 J PW 2008 M36 80 FALSE 355 135 2008 2008-01-01 253 109 CN07-124 4.59280575539568 CN08-058 0 25 NA NA NA 0 7 0.265957446808511
CN08-058 20 83 42 Male 2008 J PW 2008 M36 75 FALSE 355 135 2008 2008-01-01 218 74 CN07-124 4.59280575539568 CN08-058 0 20 NA NA NA 0 7 0.240963855421687
CN08-058 22 101 48 Male 2008 J PW 2008 K37 81 FALSE 365 155 2008 2008-01-01 254 110 CN07-124 4.59280575539568 CN08-058 0 22 NA NA NA 0 7 0.217821782178218
CN08-059 35 112 59 Male 2009 A MS 2008 U19 104 FALSE 185 55 2009 2009-01-01 244 100 CN07-187 7.87338129496403 CN08-059 1 NA 35 35 NA 0 12 0.3125
CN08-059 38 116 58 Male 2009 A PW 2008 U24 95 FALSE 235 55 2009 2009-01-01 209 65 CN07-187 7.87338129496403 CN08-059 1 NA 38 38 NA 0 12 0.327586206896552
CN08-059 NA NA NA Male 2010 A PW 2008 N13 118 FALSE 125 125 2010 2010-01-01 222 78 CN07-187 7.87338129496403 CN08-059 2 NA NA NA NA 0 12 NA
CN08-059 44 119 NA Male 2010 A PW 2008 X16 117 FALSE 155 25 2010 2010-01-01 221 77 CN07-187 7.87338129496403 CN08-059 2 NA 44 NA 44 0 12 0.369747899159664
CN08-059 41 115 43 Male 2010 A JK 2008 P15 114 FALSE 145 105 2010 2010-01-01 187 43 CN07-187 7.87338129496403 CN08-059 2 NA 41 NA 41 0 12 0.356521739130435
CN08-059 39 NA NA Male 2010 A PW 2008 X16 113 FALSE 155 25 2010 2010-01-01 182 38 CN07-187 7.87338129496403 CN08-059 2 NA 39 NA 39 0 12 NA
CN08-059 42 NA NA Male 2010 A PW 2008 X17 109 FALSE 165 25 2010 2010-01-01 173 29 CN07-187 7.87338129496403 CN08-059 2 NA 42 NA 42 0 12 NA
CN08-059 20 91 47 Male 2008 J PW 2008 I32 76 FALSE 315 175 2008 2008-01-01 219 75 CN07-187 7.87338129496403 CN08-059 0 20 NA NA NA 0 12 0.21978021978022
CN08-059 36 112 59 Male 2009 A GC 2008 V20 99 FALSE 195 45 2009 2009-01-01 224 80 CN07-187 7.87338129496403 CN08-059 1 NA 36 36 NA 0 12 0.321428571428571
CN08-059 44 111 58 Male 2009 A MS 2008 O20 92 FALSE 195 115 2009 2009-01-01 194 50 CN07-187 7.87338129496403 CN08-059 1 NA 44 44 NA 0 12 0.396396396396396
CN08-059 40 115 55 Male 2009 A MS 2008 S15 91 FALSE 145 75 2009 2009-01-01 182 38 CN07-187 7.87338129496403 CN08-059 1 NA 40 40 NA 0 12 0.347826086956522
CN08-059 37 115 61 Male 2009 A PW 2008 T24 87 FALSE 235 65 2009 2009-01-01 168 24 CN07-187 7.87338129496403 CN08-059 1 NA 37 37 NA 0 12 0.321739130434783
CN08-059 26 101 52 Male 2008 J PW 2008 T27 84 FALSE 265 65 2008 2008-01-01 262 118 CN07-187 7.87338129496403 CN08-059 0 26 NA NA NA 0 12 0.257425742574257
CN08-059 25 96 48 Male 2008 J GC 2008 Q30 79 FALSE 295 95 2008 2008-01-01 240 96 CN07-187 7.87338129496403 CN08-059 0 25 NA NA NA 0 12 0.260416666666667
CN08-059 41 111 60 Male 2009 A MS 2008 S29 97 FALSE 285 75 2009 2009-01-01 216 72 CN07-187 7.87338129496403 CN08-059 1 NA 41 41 NA 0 12 0.369369369369369
CN08-060 25 97 56 Male 2008 J PW 2008 I33 81 FALSE 325 175 2008 2008-01-01 254 110 CN07-187 0 CN08-060 0 25 NA NA NA 0 0 0.257731958762887
CN08-060 23 89 51 Male 2008 J PW 2008 H33 76 FALSE 325 185 2008 2008-01-01 219 75 CN07-187 0 CN08-060 0 23 NA NA NA 0 0 0.258426966292135
CN08-060 27 104 57 Male 2008 J PW 2008 M28 80 FALSE 275 135 2008 2008-01-01 253 109 CN07-187 0 CN08-060 0 27 NA NA NA 0 0 0.259615384615385
CN08-061 32 103 53 Male 2008 J PW 2008 H38 86 FALSE 375 185 2008 2008-01-01 268 124 CN07-131 0 CN08-061 0 32 NA NA NA 0.125 0 0.310679611650485
CN08-061 17 89 43 Male 2008 J PW 2008 I38 76 FALSE 375 175 2008 2008-01-01 219 75 CN07-131 0 CN08-061 0 17 NA NA NA 0.125 0 0.191011235955056
CN08-061 29 106 54 Male 2008 J PW 2008 H39 81 FALSE 385 185 2008 2008-01-01 254 110 CN07-131 0 CN08-061 0 29 NA NA NA 0.125 0 0.273584905660377
CN08-062 20 90 42 Male 2008 J PW 2008 I41 76 FALSE 405 175 2008 2008-01-01 219 75 CN07-131 0 CN08-062 0 20 NA NA NA 0.125 0 0.222222222222222
CN08-062 32 109 50 Male 2008 J PW 2008 H41 81 FALSE 405 185 2008 2008-01-01 254 110 CN07-131 0 CN08-062 0 32 NA NA NA 0.125 0 0.293577981651376
CN08-062 33 105 52 Male 2008 J PW 2008 H39 86 FALSE 385 185 2008 2008-01-01 268 124 CN07-131 0 CN08-062 0 33 NA NA NA 0.125 0 0.314285714285714
CN08-063 20 92 43 Male 2008 J PW 2008 G37 76 FALSE 365 195 2008 2008-01-01 219 75 CN07-036 0 CN08-063 0 20 NA NA NA 0 0 0.217391304347826
CN08-063 30 106 48 Male 2008 J PW 2008 M44 80 FALSE 435 135 2008 2008-01-01 253 109 CN07-036 0 CN08-063 0 30 NA NA NA 0 0 0.283018867924528
CN08-063 28 104 49 Male 2008 J PW 2008 I40 81 FALSE 395 175 2008 2008-01-01 254 110 CN07-036 0 CN08-063 0 28 NA NA NA 0 0 0.269230769230769
CN08-063 27 106 53 Male 2008 J PW 2008 I39 86 FALSE 385 175 2008 2008-01-01 268 124 CN07-036 0 CN08-063 0 27 NA NA NA 0 0 0.254716981132075
CN08-064 35 114 51 Female 2009 A PW 2008 H43 94 FALSE 425 185 2009 2009-01-01 196 52 CN07-123 3.93669064748201 CN08-064 1 NA 35 35 NA 0 6 0.307017543859649
CN08-064 41 111 51 Female 2009 A MS 2008 I43 98 FALSE 425 175 2009 2009-01-01 217 73 CN07-123 3.93669064748201 CN08-064 1 NA 41 41 NA 0 6 0.369369369369369
CN08-064 28 97 44 Female 2008 J PW 2008 I43 86 FALSE 425 175 2008 2008-01-01 268 124 CN07-123 3.93669064748201 CN08-064 0 28 NA NA NA 0 6 0.288659793814433
CN08-064 18 84 43 Female 2008 J PW 2008 J42 76 FALSE 415 165 2008 2008-01-01 219 75 CN07-123 3.93669064748201 CN08-064 0 18 NA NA NA 0 6 0.214285714285714
CN08-064 37 111 51 Female 2009 A MS 2008 J43 103 FALSE 425 165 2009 2009-01-01 243 99 CN07-123 3.93669064748201 CN08-064 1 NA 37 37 NA 0 6 0.333333333333333
CN08-064 33 109 52 Female 2009 A MS 2008 J43 90 FALSE 425 165 2009 2009-01-01 181 37 CN07-123 3.93669064748201 CN08-064 1 NA 33 33 NA 0 6 0.302752293577982
CN08-065 15 81 45 Female 2008 J PW 2008 J38 76 FALSE 375 165 2008 2008-01-01 219 75 CN07-124 0 CN08-065 0 15 NA NA NA 0 0 0.185185185185185
CN08-066 15 82 44 Female 2008 J PW 2008 K39 76 FALSE 385 155 2008 2008-01-01 219 75 CN07-124 0 CN08-066 0 15 NA NA NA 0 0 0.182926829268293
CN08-067 30 NA NA Female 2008 J GC 2008 Q27 79 FALSE 265 95 2008 2008-01-01 240 96 0 0 CN08-067 0 30 NA NA NA 0 0 NA
CN08-067 29 104 49 Female 2008 J PW 2008 M26 80 FALSE 255 135 2008 2008-01-01 253 109 0 0 CN08-067 0 29 NA NA NA 0 0 0.278846153846154
CN08-067 21 95 49 Female 2008 J PW 2008 R28 76 FALSE 275 85 2008 2008-01-01 219 75 0 0 CN08-067 0 21 NA NA NA 0 0 0.221052631578947
CN08-068 43 111 57 Male 2008 A GC 2007 Y23 77 FALSE 225 15 2008 2008-01-01 238 94 0 0.656115107913669 CN08-068 1 NA 43 43 NA 0 1 0.387387387387387
CN08-069 32 NA NA Male 2008 J PW 2008 O5 83 FALSE 45 115 2008 2008-01-01 261 117 CN08-005 0 CN08-069 0 32 NA NA NA 0 0 NA
CN08-069 28 88 50 Male 2008 J GC 2008 P4 78 FALSE 35 105 2008 2008-01-01 239 95 CN08-005 0 CN08-069 0 28 NA NA NA 0 0 0.318181818181818
CN08-069 29 103 52 Male 2008 J PW 2008 P4 83 FALSE 35 105 2008 2008-01-01 261 117 CN08-005 0 CN08-069 0 29 NA NA NA 0 0 0.281553398058252
CN08-071 39 110 58 Female 2009 A MS 2008 N8 92 FALSE 75 125 2009 2009-01-01 194 50 CN07-165 3.93669064748201 CN08-071 1 NA 39 39 NA 0 6 0.354545454545455
CN08-071 46 115 59 Female 2009 A PW 2008 K5 96 FALSE 45 155 2009 2009-01-01 210 66 CN07-165 3.93669064748201 CN08-071 1 NA 46 46 NA 0 6 0.4
CN08-071 34 110 54 Female 2009 A GC 2008 P7 100 FALSE 65 105 2009 2009-01-01 225 81 CN07-165 3.93669064748201 CN08-071 1 NA 34 34 NA 0 6 0.309090909090909
CN08-071 34 111 57 Female 2009 A GC 2008 N7 88 FALSE 65 125 2009 2009-01-01 169 25 CN07-165 3.93669064748201 CN08-071 1 NA 34 34 NA 0 6 0.306306306306306
CN08-071 26 89 46 Female 2008 J GC 2008 P9 78 FALSE 85 105 2008 2008-01-01 239 95 CN07-165 3.93669064748201 CN08-071 0 26 NA NA NA 0 6 0.292134831460674
CN08-071 24 99 50 Female 2008 J PW 2008 O8 83 FALSE 75 115 2008 2008-01-01 261 117 CN07-165 3.93669064748201 CN08-071 0 24 NA NA NA 0 6 0.242424242424242
CN08-072 NA NA NA Female 2008 J GC 2008 R13 78 FALSE 125 85 2008 2008-01-01 239 95 CN06-089 0 CN08-072 0 NA NA NA NA 0.0625 0 NA
CN08-073 44 117 57 Female 2009 A GC 2008 P15 88 FALSE 145 105 2009 2009-01-01 169 25 CN08-099 5.24892086330935 CN08-073 1 NA 44 44 NA 0 8 0.376068376068376
CN08-073 49 114 54 Female 2009 A GC 2008 S14 95 FALSE 135 75 2009 2009-01-01 209 65 CN08-099 5.24892086330935 CN08-073 1 NA 49 49 NA 0 8 0.429824561403509
CN08-073 43 112 56 Female 2009 A MS 2008 P14 105 FALSE 135 105 2009 2009-01-01 259 115 CN08-099 5.24892086330935 CN08-073 1 NA 43 43 NA 0 8 0.383928571428571
CN08-073 39 116 57 Female 2009 A MS 2008 T13 104 FALSE 125 65 2009 2009-01-01 244 100 CN08-099 5.24892086330935 CN08-073 1 NA 39 39 NA 0 8 0.336206896551724
CN08-073 41 108 52 Female 2009 A GC 2008 O13 100 FALSE 125 115 2009 2009-01-01 225 81 CN08-099 5.24892086330935 CN08-073 1 NA 41 41 NA 0 8 0.37962962962963
CN08-073 43 116 56 Female 2009 A GC 2008 T15 99 FALSE 145 65 2009 2009-01-01 224 80 CN08-099 5.24892086330935 CN08-073 1 NA 43 43 NA 0 8 0.370689655172414
CN08-073 52 117 60 Female 2009 A PW 2008 Q15 96 FALSE 145 95 2009 2009-01-01 210 66 CN08-099 5.24892086330935 CN08-073 1 NA 52 52 NA 0 8 0.444444444444444
CN08-073 54 111 59 Female 2009 A MS 2008 S14 91 FALSE 135 75 2009 2009-01-01 182 38 CN08-099 5.24892086330935 CN08-073 1 NA 54 54 NA 0 8 0.486486486486487
CN08-073 30 101 52 Female 2008 J GC 2008 O13 78 FALSE 125 115 2008 2008-01-01 239 95 CN08-099 5.24892086330935 CN08-073 0 30 NA NA NA 0 8 0.297029702970297
CN08-073 41 117 61 Female 2009 A PW 2008 S14 87 FALSE 135 75 2009 2009-01-01 168 24 CN08-099 5.24892086330935 CN08-073 1 NA 41 41 NA 0 8 0.35042735042735
CN08-073 32 109 52 Female 2008 J PW 2008 O14 83 FALSE 135 115 2008 2008-01-01 261 117 CN08-099 5.24892086330935 CN08-073 0 32 NA NA NA 0 8 0.293577981651376
CN08-073 30 105 53 Female 2008 J PW 2008 S14 82 FALSE 135 75 2008 2008-01-01 260 116 CN08-099 5.24892086330935 CN08-073 0 30 NA NA NA 0 8 0.285714285714286
CN08-073 43 112 58 Female 2009 A MS 2008 Q13 92 FALSE 125 95 2009 2009-01-01 194 50 CN08-099 5.24892086330935 CN08-073 1 NA 43 43 NA 0 8 0.383928571428571
CN08-075 24 93 45 Male 2008 J GC 2008 P21 79 FALSE 205 105 2008 2008-01-01 240 96 CN07-160 2.62446043165468 CN08-075 0 24 NA NA NA 0 4 0.258064516129032
CN08-075 44 117 56 Male 2009 A GC 2008 O13 88 FALSE 125 115 2009 2009-01-01 169 25 CN07-160 2.62446043165468 CN08-075 1 NA 44 44 NA 0 4 0.376068376068376
CN08-076 41 113 58 Female 2009 A MS 2008 N21 92 FALSE 205 125 2009 2009-01-01 194 50 CN07-160 1.96834532374101 CN08-076 1 NA 41 41 NA 0.140625 3 0.36283185840708
CN08-076 40 115 59 Female 2009 A PW 2008 O21 96 FALSE 205 115 2009 2009-01-01 210 66 CN07-160 1.96834532374101 CN08-076 1 NA 40 40 NA 0.140625 3 0.347826086956522
CN08-076 38 116 55 Female 2009 A GC 2008 N21 88 FALSE 205 125 2009 2009-01-01 169 25 CN07-160 1.96834532374101 CN08-076 1 NA 38 38 NA 0.140625 3 0.327586206896552
CN08-076 27 NA NA Female 2008 J PW 2008 O21 84 FALSE 205 115 2008 2008-01-01 262 118 CN07-160 1.96834532374101 CN08-076 0 27 NA NA NA 0.140625 3 NA
CN08-076 23 94 51 Female 2008 J GC 2008 P22 79 FALSE 215 105 2008 2008-01-01 240 96 CN07-160 1.96834532374101 CN08-076 0 23 NA NA NA 0.140625 3 0.24468085106383
CN08-076 40 115 58 Female 2009 A MS 2008 N22 101 FALSE 215 125 2009 2009-01-01 236 92 CN07-160 1.96834532374101 CN08-076 1 NA 40 40 NA 0.140625 3 0.347826086956522
CN08-077 26 97 52 Female 2008 J GC 2008 R20 79 FALSE 195 85 2008 2008-01-01 240 96 CN08-009 3.28057553956835 CN08-077 0 26 NA NA NA 0.125 5 0.268041237113402
CN08-077 28 103 52 Female 2008 J PW 2008 Q21 84 FALSE 205 95 2008 2008-01-01 262 118 CN08-009 3.28057553956835 CN08-077 0 28 NA NA NA 0.125 5 0.271844660194175
CN08-077 41 117 58 Female 2009 A MS 2008 S23 91 FALSE 225 75 2009 2009-01-01 182 38 CN08-009 3.28057553956835 CN08-077 1 NA 41 41 NA 0.125 5 0.35042735042735
CN08-077 39 117 59 Female 2009 A MS 2008 R22 92 FALSE 215 85 2009 2009-01-01 194 50 CN08-009 3.28057553956835 CN08-077 1 NA 39 39 NA 0.125 5 0.333333333333333
CN08-077 47 118 60 Female 2009 A PW 2008 S22 95 FALSE 215 75 2009 2009-01-01 209 65 CN08-009 3.28057553956835 CN08-077 1 NA 47 47 NA 0.125 5 0.398305084745763
CN08-077 39 116 50 Female 2009 A GC 2008 S22 99 FALSE 215 75 2009 2009-01-01 224 80 CN08-009 3.28057553956835 CN08-077 1 NA 39 39 NA 0.125 5 0.336206896551724
CN08-078 33 111 54 Male 2008 J PW 2008 O34 85 FALSE 335 115 2008 2008-01-01 267 123 CN07-114 7.87338129496403 CN08-078 0 33 NA NA NA 0 12 0.297297297297297
CN08-078 42 121 59 Male 2009 A MS 2008 J37 90 FALSE 365 165 2009 2009-01-01 181 37 CN07-114 7.87338129496403 CN08-078 1 NA 42 42 NA 0 12 0.347107438016529
CN08-078 44 117 60 Male 2009 A PW 2008 O27 94 FALSE 265 115 2009 2009-01-01 196 52 CN07-114 7.87338129496403 CN08-078 1 NA 44 44 NA 0 12 0.376068376068376
CN08-078 NA NA NA Male 2009 A MS 2008 N33 93 FALSE 325 125 2009 2009-01-01 195 51 CN07-114 7.87338129496403 CN08-078 1 NA NA NA NA 0 12 NA
CN08-078 33 102 52 Male 2008 J PW 2008 P34 84 FALSE 335 105 2008 2008-01-01 262 118 CN07-114 7.87338129496403 CN08-078 0 33 NA NA NA 0 12 0.323529411764706
CN08-078 32 105 50 Male 2008 J PW 2008 Q35 80 FALSE 345 95 2008 2008-01-01 253 109 CN07-114 7.87338129496403 CN08-078 0 32 NA NA NA 0 12 0.304761904761905
CN08-078 27 96 47 Male 2008 J GC 2008 Q32 79 FALSE 315 95 2008 2008-01-01 240 96 CN07-114 7.87338129496403 CN08-078 0 27 NA NA NA 0 12 0.28125
CN08-078 46 118 59 Male 2009 A MS 2008 O30 93 FALSE 295 115 2009 2009-01-01 195 51 CN07-114 7.87338129496403 CN08-078 1 NA 46 46 NA 0 12 0.389830508474576
CN08-079 44 116 61 Male 2009 A MS 2008 R33 101 FALSE 325 85 2009 2009-01-01 236 92 CN07-178 1.31223021582734 CN08-079 1 NA 44 44 NA 0 2 0.379310344827586
CN08-079 48 127 69 Male 2010 A JK 2008 N39 115 FALSE 385 125 2010 2010-01-01 188 44 CN07-178 1.31223021582734 CN08-079 2 NA 48 NA 48 0 2 0.377952755905512
CN08-079 47 127 64 Male 2010 A PW 2008 Q39 111 FALSE 385 95 2010 2010-01-01 180 36 CN07-178 1.31223021582734 CN08-079 2 NA 47 NA 47 0 2 0.37007874015748
CN08-079 44 118 61 Male 2009 A PW 2008 P37 102 FALSE 365 105 2009 2009-01-01 237 93 CN07-178 1.31223021582734 CN08-079 1 NA 44 44 NA 0 2 0.372881355932203
CN08-079 46 113 60 Male 2009 A MS 2008 P37 97 FALSE 365 105 2009 2009-01-01 216 72 CN07-178 1.31223021582734 CN08-079 1 NA 46 46 NA 0 2 0.407079646017699
CN08-079 46 119 61 Male 2009 A PW 2008 I39 94 FALSE 385 175 2009 2009-01-01 196 52 CN07-178 1.31223021582734 CN08-079 1 NA 46 46 NA 0 2 0.38655462184874
CN08-079 46 114 53 Male 2009 A MS 2008 Q37 93 FALSE 365 95 2009 2009-01-01 195 51 CN07-178 1.31223021582734 CN08-079 1 NA 46 46 NA 0 2 0.403508771929825
CN08-079 47 121 56 Male 2009 A MS 2008 I38 90 FALSE 375 175 2009 2009-01-01 181 37 CN07-178 1.31223021582734 CN08-079 1 NA 47 47 NA 0 2 0.388429752066116
CN08-079 44 125 59 Male 2009 A GC 2008 Q37 89 FALSE 365 95 2009 2009-01-01 180 36 CN07-178 1.31223021582734 CN08-079 1 NA 44 44 NA 0 2 0.352
CN08-079 31 107 54 Male 2008 J PW 2008 P37 85 FALSE 365 105 2008 2008-01-01 267 123 CN07-178 1.31223021582734 CN08-079 0 31 NA NA NA 0 2 0.289719626168224
CN08-079 30 108 54 Male 2008 J PW 2008 P37 80 FALSE 365 105 2008 2008-01-01 253 109 CN07-178 1.31223021582734 CN08-079 0 30 NA NA NA 0 2 0.277777777777778
CN08-079 42 122 61 Male 2009 A PW 2008 P38 107 FALSE 375 105 2009 2009-01-01 266 122 CN07-178 1.31223021582734 CN08-079 1 NA 42 42 NA 0 2 0.344262295081967
CN08-080 32 111 53 Male 2008 J PW 2008 R39 80 FALSE 385 85 2008 2008-01-01 253 109 CN06-187 0 CN08-080 0 32 NA NA NA 0 0 0.288288288288288
CN08-080 32 112 53 Male 2008 J PW 2008 Q40 85 FALSE 395 95 2008 2008-01-01 267 123 CN06-187 0 CN08-080 0 32 NA NA NA 0 0 0.285714285714286
CN08-081 26 103 48 Male 2008 J PW 2008 O42 80 FALSE 415 115 2008 2008-01-01 253 109 CN07-125 0 CN08-081 0 26 NA NA NA 0 0 0.252427184466019
CN08-081 28 102 52 Male 2008 J PW 2008 N42 85 FALSE 415 125 2008 2008-01-01 267 123 CN07-125 0 CN08-081 0 28 NA NA NA 0 0 0.274509803921569
CN08-081 27 106 52 Male 2008 J PW 2008 L41 86 FALSE 405 145 2008 2008-01-01 268 124 CN07-125 0 CN08-081 0 27 NA NA NA 0 0 0.254716981132075
CN08-082 22 91 47 Male 2008 J PW 2008 N46 85 FALSE 455 125 2008 2008-01-01 267 123 CN08-012 0 CN08-082 0 22 NA NA NA 0 0 0.241758241758242
CN08-082 15 86 41 Male 2008 J PW 2008 M45 80 FALSE 445 135 2008 2008-01-01 253 109 CN08-012 0 CN08-082 0 15 NA NA NA 0 0 0.174418604651163
CN08-083 23 99 49 Female 2008 J PW 2008 N38 85 FALSE 375 125 2008 2008-01-01 267 123 CN07-124 0 CN08-083 0 23 NA NA NA 0.125 0 0.232323232323232
CN08-083 23 NA NA Female 2008 J PW 2008 M38 80 FALSE 375 135 2008 2008-01-01 253 109 CN07-124 0 CN08-083 0 23 NA NA NA 0.125 0 NA
CN08-083 20 90 47 Female 2008 J PW 2008 J39 81 FALSE 385 165 2008 2008-01-01 254 110 CN07-124 0 CN08-083 0 20 NA NA NA 0.125 0 0.222222222222222
CN08-085 16 83 40 Female 2008 J PW 2008 I37 81 FALSE 365 175 2008 2008-01-01 254 110 CN07-036 0 CN08-085 0 16 NA NA NA 0 0 0.192771084337349
CN08-085 21 84 42 Female 2008 J PW 2008 I37 86 FALSE 365 175 2008 2008-01-01 268 124 CN07-036 0 CN08-085 0 21 NA NA NA 0 0 0.25
CN08-086 26 98 48 Female 2008 J PW 2008 G39 81 FALSE 385 195 2008 2008-01-01 254 110 CN07-131 0 CN08-086 0 26 NA NA NA 0 0 0.26530612244898
CN08-087 21 86 48 Male 2008 J PW 2008 G41 81 FALSE 405 195 2008 2008-01-01 254 110 CN07-036 0 CN08-087 0 21 NA NA NA 0 0 0.244186046511628
CN08-087 25 96 47 Male 2008 J PW 2008 G40 86 FALSE 395 195 2008 2008-01-01 268 124 CN07-036 0 CN08-087 0 25 NA NA NA 0 0 0.260416666666667
CN08-088 24 102 52 Male 2008 J PW 2008 J43 81 FALSE 425 165 2008 2008-01-01 254 110 CN07-123 0 CN08-088 0 24 NA NA NA 0 0 0.235294117647059
CN08-088 28 106 53 Male 2008 J PW 2008 H43 86 FALSE 425 185 2008 2008-01-01 268 124 CN07-123 0 CN08-088 0 28 NA NA NA 0 0 0.264150943396226
CN08-089 38 118 55 Female 2009 A PW 2008 Q44 102 FALSE 435 95 2009 2009-01-01 237 93 CN08-012 5.24892086330935 CN08-089 1 NA 38 38 NA 0 8 0.322033898305085
CN08-089 41 116 54 Female 2010 A PW 2008 P45 111 FALSE 445 105 2010 2010-01-01 180 36 CN08-012 5.24892086330935 CN08-089 2 NA 41 NA 41 0 8 0.353448275862069
CN08-089 39 NA 55 Female 2009 A PW 2008 K43 108 FALSE 425 155 2009 2009-01-01 267 123 CN08-012 5.24892086330935 CN08-089 1 NA 39 39 NA 0 8 NA
CN08-089 39 NA 55 Female 2009 A PW 2008 N45 107 FALSE 445 125 2009 2009-01-01 266 122 CN08-012 5.24892086330935 CN08-089 1 NA 39 39 NA 0 8 NA
CN08-089 38 108 53 Female 2009 A MS 2008 L44 90 FALSE 435 145 2009 2009-01-01 181 37 CN08-012 5.24892086330935 CN08-089 1 NA 38 38 NA 0 8 0.351851851851852
CN08-089 35 104 52 Female 2009 A MS 2008 K43 103 FALSE 425 155 2009 2009-01-01 243 99 CN08-012 5.24892086330935 CN08-089 1 NA 35 35 NA 0 8 0.336538461538462
CN08-089 42 115 58 Female 2010 A PW 2008 N44 115 FALSE 435 125 2010 2010-01-01 188 44 CN08-012 5.24892086330935 CN08-089 2 NA 42 NA 42 0 8 0.365217391304348
CN08-089 37 110 51 Female 2009 A MS 2008 L44 98 FALSE 435 145 2009 2009-01-01 217 73 CN08-012 5.24892086330935 CN08-089 1 NA 37 37 NA 0 8 0.336363636363636
CN08-089 37 108 55 Female 2009 A MS 2008 N45 97 FALSE 445 125 2009 2009-01-01 216 72 CN08-012 5.24892086330935 CN08-089 1 NA 37 37 NA 0 8 0.342592592592593
CN08-089 NA NA NA Female 2009 A MS 2008 M45 93 FALSE 445 135 2009 2009-01-01 195 51 CN08-012 5.24892086330935 CN08-089 1 NA NA NA NA 0 8 NA
CN08-089 38 113 58 Female 2010 A PW 2008 N46 119 FALSE 455 125 2010 2010-01-01 229 85 CN08-012 5.24892086330935 CN08-089 2 NA 38 NA 38 0 8 0.336283185840708
CN08-089 33 108 56 Female 2009 A GC 2008 P43 89 FALSE 425 105 2009 2009-01-01 180 36 CN08-012 5.24892086330935 CN08-089 1 NA 33 33 NA 0 8 0.305555555555556
CN08-089 NA 87 40 Female 2008 J PW 2008 K44 81 FALSE 435 155 2008 2008-01-01 254 110 CN08-012 5.24892086330935 CN08-089 0 NA NA NA NA 0 8 NA
CN08-089 37 115 55 Female 2009 A PW 2008 K44 94 FALSE 435 155 2009 2009-01-01 196 52 CN08-012 5.24892086330935 CN08-089 1 NA 37 37 NA 0 8 0.321739130434783
CN08-090 26 102 48 Male 2008 J PW 2008 J43 86 FALSE 425 165 2008 2008-01-01 268 124 CN08-012 0 CN08-090 0 26 NA NA NA 0 0 0.254901960784314
CN08-090 27 101 48 Male 2008 J PW 2008 N45 85 FALSE 445 125 2008 2008-01-01 267 123 CN08-012 0 CN08-090 0 27 NA NA NA 0 0 0.267326732673267
CN08-090 24 94 48 Male 2008 J PW 2008 K43 81 FALSE 425 155 2008 2008-01-01 254 110 CN08-012 0 CN08-090 0 24 NA NA NA 0 0 0.25531914893617
CN08-091 22 91 44 Male 2008 J PW 2008 J38 81 FALSE 375 165 2008 2008-01-01 254 110 CN07-124 2.62446043165468 CN08-091 0 22 NA NA NA 0 4 0.241758241758242
CN08-091 23 97 48 Male 2008 J PW 2008 J38 86 FALSE 375 165 2008 2008-01-01 268 124 CN07-124 2.62446043165468 CN08-091 0 23 NA NA NA 0 4 0.237113402061856
CN08-091 46 121 56 Male 2009 A GC 2008 N45 89 FALSE 445 125 2009 2009-01-01 180 36 CN07-124 2.62446043165468 CN08-091 1 NA 46 46 NA 0 4 0.380165289256198
CN08-091 42 118 56 Male 2009 A MS 2008 Q44 93 FALSE 435 95 2009 2009-01-01 195 51 CN07-124 2.62446043165468 CN08-091 1 NA 42 42 NA 0 4 0.355932203389831
CN08-091 44 122 57 Male 2009 A PW 2008 L44 94 FALSE 435 145 2009 2009-01-01 196 52 CN07-124 2.62446043165468 CN08-091 1 NA 44 44 NA 0 4 0.360655737704918
CN08-091 43 120 55 Male 2009 A MS 2008 P44 97 FALSE 435 105 2009 2009-01-01 216 72 CN07-124 2.62446043165468 CN08-091 1 NA 43 43 NA 0 4 0.358333333333333
CN08-091 45 121 59 Male 2009 A PW 2008 R45 102 FALSE 445 85 2009 2009-01-01 237 93 CN07-124 2.62446043165468 CN08-091 1 NA 45 45 NA 0 4 0.371900826446281
CN08-091 45 121 57 Male 2009 A PW 2008 P43 107 FALSE 425 105 2009 2009-01-01 266 122 CN07-124 2.62446043165468 CN08-091 1 NA 45 45 NA 0 4 0.371900826446281
CN08-092 23 98 48 Male 2008 J PW 2008 J33 81 FALSE 325 165 2008 2008-01-01 254 110 CN07-113 0 CN08-092 0 23 NA NA NA 0 0 0.23469387755102
CN08-092 23 101 49 Male 2008 J PW 2008 M33 85 FALSE 325 135 2008 2008-01-01 267 123 CN07-113 0 CN08-092 0 23 NA NA NA 0 0 0.227722772277228
CN08-092 22 102 48 Male 2008 J PW 2008 J33 86 FALSE 325 165 2008 2008-01-01 268 124 CN07-113 0 CN08-092 0 22 NA NA NA 0 0 0.215686274509804
